Player_ID,Year,First_Name,Last_Name,y_true,oof_prob,cleared_sieve
3249,2021,Andy,Nwokorie,0,0.5373649216794895,1
3268,2021,Reginald,Devenny,1,0.499425358518951,1
3275,2021,C.J.,Green,1,0.4158948645992252,1
3279,2021,Josh,Wheeler,0,0.419316095802166,1
3285,2021,Chance,Dole,1,0.6155382850236442,1
3290,2021,Damon,Osborne,1,0.45728251832747985,1
3293,2021,Pat,Barlow,1,0.3635959905819394,1
3294,2021,Greg,Remington,1,0.5604259767799189,1
3301,2021,Elliot,Campbell,1,0.4396973249493776,1
3304,2021,Caiden,Coffey,1,0.476443246699512,1
3305,2021,Maxwell,Gomez,1,0.4527183708140749,1
3312,2021,Andres,Banks,0,0.26976892026582117,1
3314,2021,Neil,Whitfield,1,0.6784754630767805,1
3328,2021,Andres,Godfrey,1,0.4169674079052462,1
3331,2021,Donnie,Maggard,1,0.4559351009866876,1
3337,2021,Sammie,Hudson,0,0.335062619459156,1
3341,2021,Luther,Gavadza,1,0.7555027315339052,1
3346,2021,Nick,Gabrielson,1,0.3086371930648811,1
3349,2021,Kristopher,Woodcock,1,0.5899020137443389,1
3353,2021,Eric,Boone,1,0.5328350729011385,1
3358,2021,Kenneth,Krzyzanowski,1,0.786900954142467,1
3360,2021,Dixon,James,0,0.9324531893093948,1
3367,2021,Victor,Terry,0,0.20136010186639214,0
3370,2021,Norman,Benson,0,0.1807462734728318,0
3372,2021,Dexter,Welch,1,0.16573664775741687,0
3375,2021,Roberto,Crane,0,0.1801977323141584,0
3380,2021,Abraham,Halama,1,0.7840135966994645,1
3384,2021,Clay,Schultz,1,0.27803356720859007,1
3385,2021,Trevor,Thornton,1,0.1353407392130672,0
3386,2021,Gary,Crane,1,0.4162229469344534,1
3391,2021,Scott,Hawkins,1,0.1882662927038552,0
3401,2021,Marcus,Koonce,0,0.24422237461814197,1
3402,2021,Byron,Hollins,1,0.5372763463293734,1
3413,2021,Trevor,Russell,1,0.7357974549543596,1
3415,2021,Jessie,Morris,1,0.5059343355612527,1
3417,2021,Scott,Sims,1,0.7436798099791357,1
3418,2021,Irvin,Barretto,1,0.39919087657871366,1
3419,2021,Butch,Clemons,1,0.6080434345969354,1
3422,2021,Monty,Redden,1,0.8085549906225588,1
3434,2021,Manuel,Drake,1,0.973523735794569,1
3439,2021,Edwin,Schneider,1,0.5969965976853749,1
3440,2021,Chance,Cortez,1,0.7321500097411525,1
3441,2021,Brendan,Wellins,1,0.49941840027668805,1
3442,2021,Malik,Holliday,1,0.9905684264982125,1
3443,2021,Duane,Bronson,1,0.9145512957019571,1
3450,2021,Gabe,McDonald,0,0.5298891301825733,1
3455,2021,Zachery,Chandler,0,0.6467640702511401,1
3457,2021,Avery,Becker,0,0.798515280465725,1
3459,2021,Trey,Romo,0,0.261165671710593,1
3466,2021,Dave,Sarbanes,1,0.9454473289904407,1
3471,2021,Salvador,Stevenson,1,0.8036413441127996,1
3476,2021,Jameson,Lane,0,0.7477038665986542,1
3478,2021,Cedric,Lane,0,0.3849650562037032,1
3491,2021,Ian,Kemp,0,0.37225947411819743,1
3493,2021,Andres,Newsome,1,0.4197197087962833,1
3495,2021,Bennett,Stockman,0,0.4803102972516404,1
3496,2021,Dashawn,Keenan,0,0.31458924419746165,1
3500,2021,Gabe,Acosta,1,0.5075635253949873,1
3502,2021,Jeffery,Card,1,0.6650601234001093,1
3508,2021,Steven,Meyer,0,0.5092798505866705,1
3517,2021,Ike,Patchet,0,0.5542680748661543,1
3520,2021,Wally,Green,1,0.3170703711087094,1
3527,2021,Percy,Pochman,1,0.43728331405978665,1
3528,2021,Ernest,Butts,0,0.3723415911579768,1
3530,2021,Mercury,Sgroi,0,0.362419840822166,1
3534,2021,Evan,Hazel,0,0.7253417318812079,1
3537,2021,Rufus,Flowers,0,0.5631306536075891,1
3545,2021,Lamont,Anzivino,1,0.834180692736954,1
3546,2021,Charles,Myers,1,0.5606667253418762,1
3551,2021,Noah,Parham,1,0.8715036334804653,1
3552,2021,Dashawn,Kumerow,1,0.6588603539348004,1
3558,2021,Wade,Addison,0,0.7357590760380626,1
3561,2021,Robert,Sampson,1,0.928176839167972,1
3566,2021,Kelly,McGahee,1,0.7643452936828076,1
3567,2021,Damian,Daniels,1,0.8012135548277338,1
3577,2021,Duane,Worrall,0,0.16897610618542522,0
3578,2021,Patrick,Vesneske,1,0.5533255932403622,1
3581,2021,Morris,Morton,1,0.18353301919440498,0
3583,2021,Efrain,Garrison,0,0.2150629564573527,0
3589,2021,Hayden,Chism,0,0.5548546098042739,1
3592,2021,Richie,Butler,0,0.4850987699716283,1
3594,2021,Reggie,Kurasch,0,0.1462079481986738,0
